name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season
Pierluigi Gollini,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Philip Zinckernagel,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Christian Marques,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Phil Bardsley,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,2.0,1060.0,1060.0,1080.0,1130.0,1060.0,1100.0,2021-22
Matthew Longstaff,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Matthew Pollock,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Patrik Gunnarsson,Brentford,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Patrick Cutrone,Wolves,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Mattéo Guendouzi,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Halil Dervişoğlu,Brentford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Bernard Anício Caldeira Duarte,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Pablo Hernández Domínguez,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
Bernardo Fernandes Da Silva Junior,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Owen Otasowie,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Mbwana Ally Samatta,Aston Villa,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Onel Hernández,Norwich,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Olivier Giroud,Chelsea,0,FWD,0,0,0,0,0,0,0,0,0,0,0,65,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Michael McGovern,Norwich,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Michael Obafemi,Southampton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1080.0,1110.0,1090.0,1140.0,1120.0,1090.0,2021-22
Michal Karbownik,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Michy Batshuayi,Chelsea,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Björn Engels,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Nathan Broadhead,Everton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Bobby Thomas,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,2.0,1060.0,1060.0,1080.0,1130.0,1060.0,1100.0,2021-22
Nathaniel Phillips,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Ben Wilmot,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Martin Kelly,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
João Virgínia,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Conor Coventry,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Serge Aurier,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Domingos Quina,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Karl Hein,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Sead Kolasinac,Arsenal,0,DEF,0,0,0,1,0,5,0,0,0,0,0,45,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Scott Banks,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Dennis Praet,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
Samuel Edozie,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Dean Henderson,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1210.0,1270.0,1170.0,1190.0,1190.0,1200.0,2021-22
Darren Randolph,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Rúnar Alex Rúnarsson,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Kjell Scherpen,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Konstantinos Mavropanos,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Rui Pedro dos Santos Patrício,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Daniel N'Lundulu,Southampton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1080.0,1110.0,1090.0,1140.0,1120.0,1090.0,2021-22
Kwadwo Baah,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Lewis Richardson,Burnley,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1060.0,1080.0,1130.0,1060.0,1100.0,2021-22
Lucas Torreira,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Robert Street,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Ayotomiwa Dele-Bashiru,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Marc Navarro,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Marco Stiepermann,Norwich,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Rhys Williams,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Bailey Peacock-Farrell,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1060.0,1080.0,1130.0,1060.0,1100.0,2021-22
Reece Hannam,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Bali Mumba,Norwich,0,DEF,0,0,0,0,0,3,0,0,0,0,0,40,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Conor Hourihane,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Mark Gillespie,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Davy Pröpper,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Erling Haaland,Man City,272,FWD,36,9,13,5,0,26,0,0,0,0,40,115,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23
Harry Kane,Spurs,263,FWD,30,9,11,6,0,62,0,1,0,0,48,115,3.0,1155.0,1220.0,1140.0,1210.0,1170.0,1230.0,2022-23
Mohamed Salah,Liverpool,239,MID,19,13,13,2,0,45,0,2,0,0,23,130,4.0,1220.0,1275.0,1180.0,1250.0,1260.0,1300.0,2022-23
Martin Ødegaard,Arsenal,212,MID,15,8,13,4,0,38,0,0,0,0,30,65,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23
Marcus Rashford,Man Utd,205,MID,17,7,13,2,0,39,0,0,0,0,21,65,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23
Bukayo Saka,Arsenal,202,MID,14,12,12,6,0,42,0,1,0,0,19,80,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23
Kieran Trippier,Newcastle,198,DEF,1,9,16,5,0,31,1,0,0,0,39,50,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23
Gabriel Martinelli Silva,Arsenal,198,MID,15,9,14,3,0,33,0,0,0,0,18,60,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23
Kevin De Bruyne,Man City,183,MID,7,18,10,1,0,23,0,0,0,0,26,120,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23
Ivan Toney,Brentford,182,FWD,20,4,10,9,0,42,0,1,0,0,35,70,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23
Bruno Borges Fernandes,Man Utd,176,MID,8,9,18,6,0,39,0,0,0,0,23,100,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23
Ollie Watkins,Aston Villa,175,FWD,15,8,13,4,0,40,0,1,0,0,25,75,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23
David Raya Martin,Brentford,166,GK,0,0,12,1,0,46,1,0,0,154,20,45,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23
Alisson Ramses Becker,Liverpool,162,GK,0,1,14,1,0,43,0,0,1,107,15,55,4.0,1220.0,1275.0,1180.0,1250.0,1260.0,1300.0,2022-23
David De Gea Quintana,Man Utd,161,GK,0,0,17,0,0,43,0,0,1,101,5,50,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23
Eberechi Eze,Crystal Palace,159,MID,10,5,9,3,0,35,0,0,0,0,21,55,3.0,1085.0,1100.0,1110.0,1110.0,1060.0,1090.0,2022-23
Pascal Groß,Brighton,159,MID,9,8,11,7,0,51,1,0,0,0,14,55,3.0,1170.0,1175.0,1140.0,1150.0,1200.0,1200.0,2022-23
Miguel Almirón Rejala,Newcastle,158,MID,11,4,15,2,0,22,0,0,0,0,15,50,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23
Callum Wilson,Newcastle,157,FWD,18,6,10,4,0,16,0,0,0,0,20,75,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23
Nick Pope,Newcastle,157,GK,0,0,14,3,1,32,0,0,2,87,14,50,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23
Benjamin White,Arsenal,156,DEF,2,5,15,5,0,35,0,0,0,0,12,45,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23
Trent Alexander-Arnold,Liverpool,156,DEF,2,11,10,5,0,44,0,0,0,0,21,75,4.0,1220.0,1275.0,1180.0,1250.0,1260.0,1300.0,2022-23
Leandro Trossard,Arsenal,154,MID,8,13,8,1,0,38,0,0,0,0,8,65,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23
Granit Xhaka,Arsenal,153,MID,7,8,13,4,0,35,0,0,0,0,15,50,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23
Son Heung-min,Spurs,152,MID,10,6,9,2,0,55,0,0,0,0,8,120,3.0,1155.0,1220.0,1140.0,1210.0,1170.0,1230.0,2022-23
Bryan Mbeumo,Brentford,150,FWD,9,9,10,5,0,39,0,0,0,0,19,60,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23
José Malheiro de Sá,Wolves,148,GK,0,0,11,2,0,55,0,0,2,108,18,50,3.0,1080.0,1090.0,1100.0,1100.0,1060.0,1080.0,2022-23
Solly March,Brighton,147,MID,6,10,10,2,0,40,0,0,0,0,16,50,3.0,1170.0,1175.0,1140.0,1150.0,1200.0,1200.0,2022-23
Gabriel dos Santos Magalhães,Arsenal,146,DEF,3,0,14,5,0,43,0,0,0,0,15,50,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23
Morgan Gibbs-White,Nott'm Forest,145,MID,5,12,8,6,0,61,0,0,0,0,11,55,3.0,1050.0,1100.0,1065.0,1100.0,1030.0,1105.0,2022-23
Jarrod Bowen,West Ham,145,MID,6,9,9,2,0,50,0,1,0,0,9,85,3.0,1100.0,1130.0,1145.0,1150.0,1060.0,1110.0,2022-23
Aaron Ramsdale,Arsenal,143,GK,0,0,14,1,0,43,0,0,0,94,9,50,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23
Ben Mee,Brentford,143,DEF,3,2,12,2,0,40,0,0,0,0,11,45,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23
James Ward-Prowse,Southampton,142,MID,9,4,4,6,0,72,1,2,0,0,18,65,2.0,1065.0,1070.0,1070.0,1070.0,1060.0,1080.0,2022-23
Bernd Leno,Fulham,142,GK,0,0,8,3,0,51,0,0,1,144,17,45,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23
Phil Foden,Man City,142,MID,11,7,5,1,0,16,0,0,0,0,15,80,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23
Douglas Luiz Soares de Paulo,Aston Villa,142,MID,6,7,13,6,1,35,0,0,0,0,17,50,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23
Alexis Mac Allister,Brighton,140,MID,10,2,10,8,0,45,1,0,0,0,18,55,3.0,1170.0,1175.0,1140.0,1150.0,1200.0,1200.0,2022-23
Fabian Schär,Newcastle,139,DEF,1,3,15,7,0,28,1,0,0,0,6,45,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23
Kaoru Mitoma,Brighton,138,MID,7,9,8,0,0,35,0,0,0,0,11,50,3.0,1170.0,1175.0,1140.0,1150.0,1200.0,1200.0,2022-23
Harvey Barnes,Leicester,138,MID,13,2,6,3,0,51,0,0,0,0,0,70,3.0,1130.0,1115.0,1065.0,1110.0,1200.0,1120.0,2022-23
Jacob Ramsey,Aston Villa,135,MID,6,8,11,5,0,33,1,0,0,0,13,55,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23
James Maddison,Leicester,135,MID,10,9,4,10,0,54,0,1,0,0,9,80,3.0,1130.0,1115.0,1065.0,1110.0,1200.0,1120.0,2022-23
Emiliano Martínez Romero,Aston Villa,135,GK,0,0,11,7,0,38,1,0,1,98,15,50,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23
Jack Harrison,Leeds,134,MID,5,8,6,2,0,55,1,0,0,0,15,60,3.0,1100.0,1090.0,1070.0,1075.0,1130.0,1120.0,2022-23
Michael Olise,Crystal Palace,132,MID,2,11,8,2,0,38,0,0,0,0,15,55,3.0,1085.0,1100.0,1110.0,1110.0,1060.0,1090.0,2022-23
Ilkay Gündogan,Man City,132,MID,8,6,10,0,0,20,0,1,0,0,9,75,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23
Mathias Jensen,Brentford,132,MID,5,7,10,5,0,40,0,0,0,0,11,50,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23
Tyrone Mings,Aston Villa,130,DEF,1,3,12,7,0,40,1,0,0,0,17,45,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23
Dominic Solanke,Bournemouth,130,FWD,6,10,8,2,0,52,0,0,0,0,14,60,2.0,1035.0,1095.0,1020.0,1110.0,1050.0,1080.0,2022-23
Dan Burn,Newcastle,129,DEF,1,0,14,5,0,30,0,0,0,0,6,45,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23
Sven Botman,Newcastle,129,DEF,0,2,13,2,0,30,0,0,0,0,8,45,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23
Lukasz Fabianski,West Ham,127,GK,0,0,9,1,0,48,0,0,1,109,10,50,3.0,1100.0,1130.0,1145.0,1150.0,1060.0,1110.0,2022-23
Virgil van Dijk,Liverpool,127,DEF,3,1,11,3,0,36,0,0,0,0,13,65,4.0,1220.0,1275.0,1180.0,1250.0,1260.0,1300.0,2022-23
Rodrigo Moreno,Leeds,127,MID,13,2,5,6,0,43,0,0,0,0,6,60,3.0,1100.0,1090.0,1070.0,1075.0,1130.0,1120.0,2022-23
Alex Iwobi,Everton,126,MID,2,8,9,2,0,56,0,0,0,0,9,55,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23
Riyad Mahrez,Man City,126,MID,5,12,6,2,0,23,0,0,0,0,11,80,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23
Dwight McNeil,Everton,126,MID,7,5,5,5,0,46,0,0,0,0,14,55,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23
Philip Billing,Bournemouth,126,MID,7,2,9,5,0,54,0,0,0,0,14,55,2.0,1035.0,1095.0,1020.0,1110.0,1050.0,1080.0,2022-23
Gabriel Fernando de Jesus,Arsenal,125,FWD,11,7,9,6,0,23,0,0,0,0,17,80,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23
Jordan Pickford,Everton,124,GK,0,1,8,6,0,57,0,0,1,124,10,45,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23
Luke Shaw,Man Utd,124,DEF,1,4,12,8,0,35,0,0,0,0,20,50,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23
Andreas Hoelgebaum Pereira,Fulham,123,MID,4,10,8,8,0,40,0,0,0,0,9,45,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23
Joe Willock,Newcastle,123,MID,3,7,12,1,0,26,0,0,0,0,11,50,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23
Brennan Johnson,Nott'm Forest,122,FWD,8,5,7,6,0,54,0,2,0,0,15,60,3.0,1050.0,1100.0,1065.0,1100.0,1030.0,1105.0,2022-23
Ederson Santana de Moraes,Man City,121,GK,0,1,11,3,0,32,0,0,0,46,8,55,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23
Andrew Robertson,Liverpool,121,DEF,0,8,9,3,0,34,0,0,0,0,10,70,4.0,1220.0,1275.0,1180.0,1250.0,1260.0,1300.0,2022-23
Jack Grealish,Man City,121,MID,5,10,10,4,0,16,0,0,0,0,9,70,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23
Pierre-Emile Højbjerg,Spurs,120,MID,4,5,10,5,0,57,0,0,0,0,10,55,3.0,1155.0,1220.0,1140.0,1210.0,1170.0,1230.0,2022-23
Kepa Arrizabalaga,Chelsea,118,GK,0,0,9,1,0,33,0,0,0,91,15,45,3.0,1165.0,1220.0,1190.0,1220.0,1140.0,1220.0,2022-23
Rúben da Silva Neves,Wolves,118,MID,6,2,10,12,0,48,0,0,0,0,16,55,3.0,1080.0,1090.0,1100.0,1100.0,1060.0,1080.0,2022-23
William Saliba,Arsenal,117,DEF,2,1,12,4,0,25,1,0,0,0,14,45,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23
Emiliano Buendía Stati,Aston Villa,117,MID,5,3,11,0,0,34,0,0,0,0,8,60,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23
Declan Rice,West Ham,116,MID,4,3,9,5,0,50,0,1,0,0,12,50,3.0,1100.0,1130.0,1145.0,1150.0,1060.0,1110.0,2022-23
Joelinton Cássio Apolinário de Lira,Newcastle,115,MID,6,5,11,12,0,26,0,0,0,0,10,60,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23
Timothy Castagne,Leicester,114,DEF,2,4,8,3,0,63,0,0,0,0,11,45,3.0,1130.0,1115.0,1065.0,1110.0,1200.0,1120.0,2022-23
Lewis Dunk,Brighton,112,DEF,1,1,12,4,0,50,1,0,0,0,7,45,3.0,1170.0,1175.0,1140.0,1150.0,1200.0,1200.0,2022-23
Ethan Pinnock,Brentford,112,DEF,3,0,10,0,0,34,1,0,0,0,6,45,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23
Rico Henry,Brentford,112,DEF,0,3,11,4,0,46,0,0,0,0,4,45,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23
Yoane Wissa,Brentford,111,MID,7,4,7,3,0,17,0,0,0,0,6,55,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23
Ezri Konsa Ngoyo,Aston Villa,110,DEF,0,0,12,6,0,45,0,0,0,0,6,45,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23
Max Kilman,Wolves,109,DEF,0,1,11,3,0,56,0,0,0,0,12,45,3.0,1080.0,1090.0,1100.0,1100.0,1060.0,1080.0,2022-23
Rodrigo Hernandez,Man City,108,MID,2,6,11,5,0,26,0,0,0,0,7,60,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23
Harrison Reed,Fulham,107,MID,3,4,9,5,0,44,1,0,0,0,9,45,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23
Bruno Guimarães Rodriguez Moura,Newcastle,107,MID,4,5,12,7,0,25,0,0,0,0,5,60,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23
Aleksandar Mitrović,Fulham,107,FWD,14,2,7,7,0,30,0,4,0,0,14,65,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23
Bernardo Veiga de Carvalho e Silva,Man City,106,MID,4,6,7,5,0,24,0,0,0,0,9,70,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23
Saïd Benrahma,West Ham,106,MID,6,3,6,0,0,32,0,0,0,0,5,60,3.0,1100.0,1130.0,1145.0,1150.0,1060.0,1110.0,2022-23
James Tarkowski,Everton,106,DEF,1,1,9,6,0,57,0,0,0,0,13,45,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23
Jadon Sancho,Man Utd,105,MID,6,3,13,0,0,18,0,0,0,0,8,75,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23
Jordan Ayew,Crystal Palace,104,MID,4,3,8,5,0,41,0,0,0,0,4,55,3.0,1085.0,1100.0,1110.0,1110.0,1060.0,1090.0,2022-23
Roberto Firmino,Liverpool,104,FWD,11,4,4,0,0,17,0,0,0,0,12,80,4.0,1220.0,1275.0,1180.0,1250.0,1260.0,1300.0,2022-23
Christian Eriksen,Man Utd,103,MID,1,9,13,3,0,25,0,0,0,0,8,65,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23
Julián Álvarez,Man City,103,FWD,9,3,5,0,0,16,0,0,0,0,14,65,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23
Kai Havertz,Chelsea,102,FWD,7,1,9,5,0,31,0,0,0,0,13,80,3.0,1165.0,1220.0,1190.0,1220.0,1140.0,1220.0,2022-23
Diogo Dalot Teixeira,Man Utd,102,DEF,1,2,10,6,0,34,0,0,0,0,19,45,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23
Raheem Sterling,Chelsea,101,MID,6,4,5,4,0,27,0,0,0,0,9,100,3.0,1165.0,1220.0,1190.0,1220.0,1140.0,1220.0,2022-23
Jefferson Lerma Solís,Bournemouth,101,MID,5,0,7,7,0,67,1,0,0,0,5,50,2.0,1035.0,1095.0,1020.0,1110.0,1050.0,1080.0,2022-23
Taiwo Awoniyi,Nott'm Forest,100,FWD,10,1,5,2,0,29,0,0,0,0,16,60,3.0,1050.0,1100.0,1065.0,1100.0,1030.0,1105.0,2022-23
Tomas Soucek,West Ham,100,MID,2,4,8,3,0,42,0,0,0,0,6,55,3.0,1100.0,1130.0,1145.0,1150.0,1060.0,1110.0,2022-23
Leon Bailey,Aston Villa,100,MID,4,5,8,4,0,32,0,0,0,0,6,50,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23
Darwin Núñez Ribeiro,Liverpool,100,FWD,9,5,7,1,1,22,0,0,0,0,8,90,4.0,1220.0,1275.0,1180.0,1250.0,1260.0,1300.0,2022-23
Vicente Guaita,Crystal Palace,99,GK,0,0,6,1,0,34,0,0,0,85,10,45,3.0,1085.0,1100.0,1110.0,1110.0,1060.0,1090.0,2022-23
Oleksandr Zinchenko,Arsenal,99,DEF,1,2,10,3,0,28,0,0,0,0,8,50,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23
Ben Davies,Liverpool,99,DEF,2,3,9,4,0,33,0,0,0,0,3,40,4.0,1220.0,1275.0,1180.0,1250.0,1260.0,1300.0,2022-23
Ben Davies,Spurs,99,DEF,2,3,9,4,0,33,0,0,0,0,3,40,3.0,1155.0,1220.0,1140.0,1210.0,1170.0,1230.0,2022-23
Tim Ream,Fulham,98,DEF,1,0,8,2,0,44,0,0,0,0,12,45,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23
