Player,Country,Team,Assists,Season
Tomáš Kalas,Czech Republic,Fulham FC,1,2017-2018
Aboubakar Kamara,Mauritania,Fulham FC,1,2017-2018
Lloyd Kelly,England,Bristol City,1,2017-2018
Yann Kermorgant,France,Reading FC,1,2017-2018
Maikel Kieftenbeld,Netherlands,Birmingham City,1,2017-2018
Timm Klose,Switzerland,Norwich City,1,2017-2018
Christoph Knasmüllner,Austria,Barnsley FC,1,2017-2018
Grant Leadbitter,England,Middlesbrough FC,1,2017-2018
Kieran Lee,England,Sheffield Wednesday,1,2017-2018
Tom Lees,England,Sheffield Wednesday,1,2017-2018
Mark Little,England,Bolton Wanderers,1,2017-2018
Matthew Lund,Northern Ireland,Burton Albion,1,2017-2018
Joel Lynch,Wales,Queens Park Rangers,1,2017-2018
Hörður Magnússon,Iceland,Bristol City,1,2017-2018
Stevie Mallan,Scotland,Barnsley FC,1,2017-2018
Ryan Manning,Ireland,Queens Park Rangers,1,2017-2018
Emiliano Marcondes,Denmark,Brentford FC,1,2017-2018
Chris Martin,Scotland,Reading FC,1,2017-2018
Garath McCleary,Jamaica,Reading FC,1,2017-2018
Kevin McDonald,Scotland,Fulham FC,1,2017-2018
Josh McEachran,England,Brentford FC,1,2017-2018
Paul McShane,Ireland,Reading FC,1,2017-2018
Joseph Mendes,Guinea-Bissau,Reading FC,1,2017-2018
Aleksandar Mitrović,Serbia,Fulham FC,1,2017-2018
Yohan Mollo,France,Fulham FC,1,2017-2018
Liam Moore,Jamaica,Reading FC,1,2017-2018
Michael Morrison,England,Birmingham City,1,2017-2018
Sean Morrison,England,Cardiff City,1,2017-2018
Cheikh N'Doye,Senegal,Birmingham City,1,2017-2018
Nélson Oliveira,Portugal,Norwich City,1,2017-2018
Aiden O'Brien,Ireland,Millwall FC,1,2017-2018
Callum O'Hare,England,Aston Villa,1,2017-2018
Fred Onyedinma,Nigeria,Millwall FC,1,2017-2018
Kasey Palmer,Jamaica,Derby County,1,2017-2018
Lee Peltier,England,Cardiff City,1,2017-2018
Joey Pelupessy,Netherlands,Sheffield Wednesday,1,2017-2018
Anthony Pilkington,Ireland,Cardiff City,1,2017-2018
Daniel Pudil,Czech Republic,Sheffield Wednesday,1,2017-2018
Jordan Rhodes,Scotland,Sheffield Wednesday,1,2017-2018
Jack Robinson,England,Queens Park Rangers,1,2017-2018
Ethan Robson,England,Sunderland AFC,1,2017-2018
Mahlon Romeo,Antigua & Barbuda,Millwall FC,1,2017-2018
Rúben Neves,Portugal,Wolverhampton Wanderers,1,2017-2018
Rúben Vinagre,Portugal,Wolverhampton Wanderers,1,2017-2018
John Ruddy,England,Wolverhampton Wanderers,1,2017-2018
George Saville,Northern Ireland,Millwall FC,1,2017-2018
Sean Scannell,Ireland,Burton Albion,1,2017-2018
Josh Scowen,England,Queens Park Rangers,1,2017-2018
Conor Shaughnessy,Ireland,Leeds United,1,2017-2018
Cole Skuse,England,Ipswich Town,1,2017-2018
Korey Smith,England,Bristol City,1,2017-2018
Paul Smyth,Northern Ireland,Queens Park Rangers,1,2017-2018
Marvin Sordell,England,Burton Albion,1,2017-2018
John Swift,England,Reading FC,1,2017-2018
John Terry,England,Aston Villa,1,2017-2018
Alexander Tettey,Norway,Norwich City,1,2017-2018
Mamadou Thiam,Senegal,Barnsley FC,1,2017-2018
Ryan Tunnicliffe,England,Millwall FC,1,2017-2018
Ben Turner,England,Burton Albion,1,2017-2018
Iké Ugbo,Canada,Barnsley FC,1,2017-2018
Joey van den Berg,Netherlands,Reading FC,1,2017-2018
David Vaughan,Wales,Nottingham Forest,1,2017-2018
James Vaughan,England,Sunderland AFC,1,2017-2018
Lasse Vibe,Denmark,Brentford FC,1,2017-2018
Tyler Walker,England,Nottingham Forest,1,2017-2018
Conor Washington,Northern Ireland,Queens Park Rangers,1,2017-2018
Marley Watkins,Wales,Norwich City,1,2017-2018
Glenn Whelan,Ireland,Aston Villa,1,2017-2018
Aaron Wilbraham,England,Bolton Wanderers,1,2017-2018
Yanic Wildschut,Suriname,Norwich City,1,2017-2018
Sam Winnall,England,Sheffield Wednesday,1,2017-2018
Chris Wood,New Zealand,Leeds United,1,2017-2018
Christoph Zimmermann,Germany,Norwich City,1,2017-2018
Saïd Benrahma,Algeria,Brentford FC,14,2018-2019
Kamil Grosicki,Poland,Hull City,12,2018-2019
Pablo Hernández,Spain,Leeds United,12,2018-2019
Barry Bannan,Scotland,Sheffield Wednesday,11,2018-2019
Emiliano Buendia,Argentina,Norwich City,11,2018-2019
Conor Hourihane,Ireland,Aston Villa,11,2018-2019
Joe Lolley,England,Nottingham Forest,11,2018-2019
John Fleck,Scotland,Sheffield United,10,2018-2019
Lukas Jutkiewicz,England,Birmingham City,10,2018-2019
Jota Peleteiro,Spain,Birmingham City,10,2018-2019
Teemu Pukki,Finland,Norwich City,10,2018-2019
Onel Hernández,Cuba,Norwich City,9,2018-2019
John McGinn,Scotland,Aston Villa,9,2018-2019
Jayden Bogle,England,Derby County,8,2018-2019
Ahmed Elmohamady,Egypt,Aston Villa,8,2018-2019
João Carvalho,Portugal,Nottingham Forest,8,2018-2019
Mateusz Klich,Poland,Leeds United,8,2018-2019
Neal Maupay,France,Brentford FC,8,2018-2019
Oliver Norwood,Northern Ireland,Sheffield United,8,2018-2019
Bradley Dack,England,Blackburn Rovers,7,2018-2019
Paul Gallagher,Scotland,Preston North End,7,2018-2019
Lee Gregory,England,Millwall FC,7,2018-2019
Tom Ince,England,Stoke City,7,2018-2019
Dan James,Wales,Swansea City,7,2018-2019
Adam Reach,England,Sheffield Wednesday,7,2018-2019
Sergi Canós,Spain,Brentford FC,7,2018-2019
Will Vaulks,Wales,Rotherham United,7,2018-2019
Mario Vrančić,Bosnia-Herzegovina,Norwich City,7,2018-2019
Max Aarons,England,Norwich City,6,2018-2019
Ezgjan Alioski,North Macedonia,Leeds United,6,2018-2019
Luke Ayling,England,Leeds United,6,2018-2019
Harvey Barnes,England,West Bromwich Albion,6,2018-2019
Modou Barrow,Gambia,Reading FC,6,2018-2019
Chris Brunt,Northern Ireland,West Bromwich Albion,6,2018-2019
Fraizer Campbell,England,Hull City,6,2018-2019
Bersant Celina,Kosovo,Swansea City,6,2018-2019
Jake Cooper,England,Millwall FC,6,2018-2019
Mark Duffy,England,Sheffield United,6,2018-2019
Anwar el Ghazi,Netherlands,Aston Villa,6,2018-2019
Niclas Eliasson,Sweden,Bristol City,6,2018-2019
Luke Freeman,England,Queens Park Rangers,6,2018-2019
Jack Grealish,England,Aston Villa,6,2018-2019
Jonny Howson,England,Middlesbrough FC,6,2018-2019
James McClean,Ireland,Stoke City,6,2018-2019
Kenny McLean,Scotland,Norwich City,6,2018-2019
Steve Morison,Wales,Millwall FC,6,2018-2019
Matthew Phillips,Scotland,West Bromwich Albion,6,2018-2019
Nick Powell,England,Wigan Athletic,6,2018-2019
Romaine Sawyers,St. Kitts & Nevis,Brentford FC,6,2018-2019
Enda Stevens,Ireland,Sheffield United,6,2018-2019
Marco Stiepermann,Germany,Norwich City,6,2018-2019
Ollie Watkins,England,Brentford FC,6,2018-2019
Nahki Wells,Bermuda,Queens Park Rangers,6,2018-2019
Muhamed Bešić,Bosnia-Herzegovina,Middlesbrough FC,5,2018-2019
Alan Browne,Ireland,Preston North End,5,2018-2019
Leon Clarke,England,Wigan Athletic,5,2018-2019
Barry Douglas,Scotland,Leeds United,5,2018-2019
Lee Evans,Wales,Wigan Athletic,5,2018-2019
Jack Hunt,England,Bristol City,5,2018-2019
Daniel Johnson,Jamaica,Preston North End,5,2018-2019
Jacques Maghoma,Congo DR,Birmingham City,5,2018-2019
Jack Marriott,England,Derby County,5,2018-2019
Barrie McKay,Scotland,Swansea City,5,2018-2019
Lukas Nmecha,Germany,Preston North End,5,2018-2019
Ben Osborn,England,Nottingham Forest,5,2018-2019
Harrison Reed,England,Blackburn Rovers,5,2018-2019
Tyler Roberts,Wales,Leeds United,5,2018-2019
Jay Rodriguez,England,West Bromwich Albion,5,2018-2019
Matty Taylor,England,Bristol City,5,2018-2019
Andreas Weimann,Austria,Bristol City,5,2018-2019
Ché Adams,Scotland,Birmingham City,4,2018-2019
Joe Allen,Wales,Stoke City,4,2018-2019
Sammy Ameobi,England,Bolton Wanderers,4,2018-2019
Mason Bennett,England,Derby County,4,2018-2019
Jake Bidwell,England,Queens Park Rangers,4,2018-2019
Yannick Bolasie,Congo DR,Aston Villa,4,2018-2019
Jarrod Bowen,England,Hull City,4,2018-2019
Josh Brownhill,England,Bristol City,4,2018-2019
Sam Clucas,England,Stoke City,4,2018-2019
Evandro,Brazil,Hull City,4,2018-2019
Shane Ferguson,Northern Ireland,Millwall FC,4,2018-2019
Darnell Fisher,England,Preston North End,4,2018-2019
Craig Forsyth,Scotland,Derby County,4,2018-2019
Kieron Freeman,Wales,Sheffield United,4,2018-2019
Dael Fry,England,Middlesbrough FC,4,2018-2019
Kieran Gibbs,England,West Bromwich Albion,4,2018-2019
Danny Graham,England,Blackburn Rovers,4,2018-2019
Matt Grimes,England,Swansea City,4,2018-2019
Michael Jacobs,England,Wigan Athletic,4,2018-2019
Jamal Lewis,Northern Ireland,Norwich City,4,2018-2019
Massimo Luongo,Australia,Queens Park Rangers,4,2018-2019
Seán Maguire,Ireland,Preston North End,4,2018-2019
Connor Mahoney,England,Birmingham City,4,2018-2019
Oliver McBurnie,Scotland,Swansea City,4,2018-2019
David McGoldrick,Ireland,Sheffield United,4,2018-2019
Mason Mount,England,Derby County,4,2018-2019
Joe Newell,England,Rotherham United,4,2018-2019
Callum O'Dowda,Ireland,Bristol City,4,2018-2019
Jamie Paterson,England,Bristol City,4,2018-2019
Samu Sáiz,Spain,Leeds United,4,2018-2019
Freddie Sears,England,Ipswich Town,4,2018-2019
Billy Sharp,England,Sheffield United,4,2018-2019
Michael Smith,England,Rotherham United,4,2018-2019
Paweł Wszołek,Poland,Queens Park Rangers,4,2018-2019
Andy Yiadom,Ghana,Reading FC,4,2018-2019
Tammy Abraham,England,Aston Villa,3,2018-2019
Adam Armstrong,England,Blackburn Rovers,3,2018-2019
Leandro Bacuna,Curaçao,Reading FC,3,2018-2019
Elliott Bennett,Jamaica,Blackburn Rovers,3,2018-2019
Nathan Byrne,England,Wigan Athletic,3,2018-2019
Maxime Colin,France,Birmingham City,3,2018-2019
Jay Dasilva,Wales,Bristol City,3,2018-2019
Jordy de Wijs,Netherlands,Hull City,3,2018-2019
Eberechi Eze,England,Queens Park Rangers,3,2018-2019
Morgan Fox,Wales,Sheffield Wednesday,3,2018-2019
Gary Gardner,England,Birmingham City,3,2018-2019
Dwight Gayle,England,West Bromwich Albion,3,2018-2019
Lewis Grabban,Jamaica,Nottingham Forest,3,2018-2019
Mason Holgate,England,West Bromwich Albion,3,2018-2019
Reece James,England,Wigan Athletic,3,2018-2019
Stefan Johansen,Norway,West Bromwich Albion,3,2018-2019
Bradley Johnson,England,Derby County,3,2018-2019
Garath McCleary,Jamaica,Reading FC,3,2018-2019
Jefferson Montero,Ecuador,West Bromwich Albion,3,2018-2019
Daryl Murphy,Ireland,Nottingham Forest,3,2018-2019
Jack O'Connell,England,Sheffield United,3,2018-2019
Paweł Olkowski,Poland,Bolton Wanderers,3,2018-2019
Josh Onomah,England,Sheffield Wednesday,3,2018-2019
Marlon Pack,England,Bristol City,3,2018-2019
Collin Quaner,Germany,Ipswich Town,3,2018-2019
Callum Robinson,Ireland,Preston North End,3,2018-2019
Wayne Routledge,England,Swansea City,3,2018-2019
John Swift,England,Reading FC,3,2018-2019
Martyn Waghorn,England,Derby County,3,2018-2019
Glenn Whelan,Ireland,Aston Villa,3,2018-2019
Harry Wilson,Wales,Derby County,3,2018-2019
Lewis Wing,England,Middlesbrough FC,3,2018-2019
Tosin Adarabioyo,England,West Bromwich Albion,2,2018-2019
Albert Adomah,Ghana,Aston Villa,2,2018-2019
Benik Afobe,Congo DR,Stoke City,2,2018-2019
Àngel Rangel,Spain,Queens Park Rangers,2,2018-2019
George Baldock,Greece,Sheffield United,2,2018-2019
Patrick Bamford,England,Leeds United,2,2018-2019
Brandon Barker,England,Preston North End,2,2018-2019
Tyler Blackett,England,Reading FC,2,2018-2019
George Boyd,Scotland,Sheffield Wednesday,2,2018-2019
Craig Bryson,Scotland,Derby County,2,2018-2019
Todd Cantwell,England,Norwich City,2,2018-2019
Luke Chambers,England,Ipswich Town,2,2018-2019
Jack Clarke,England,Leeds United,2,2018-2019
Ashley Cole,England,Derby County,2,2018-2019
Callum Connolly,England,Wigan Athletic,2,2018-2019
Henrik Dalsgaard,Denmark,Brentford FC,2,2018-2019
Craig Dawson,England,West Bromwich Albion,2,2018-2019
Famara Diédhiou,Senegal,Bristol City,2,2018-2019
Gwion Edwards,Wales,Ipswich Town,2,2018-2019
Ovie Ejaria,England,Reading FC,2,2018-2019
Tom Elliott,England,Millwall FC,2,2018-2019
Leroy Fer,Netherlands,Swansea City,2,2018-2019
Steven Fletcher,Scotland,Sheffield Wednesday,2,2018-2019
Anthony Forde,Ireland,Rotherham United,2,2018-2019
George Friend,England,Middlesbrough FC,2,2018-2019
Ben Godfrey,England,Norwich City,2,2018-2019
Adlène Guédioura,Algeria,Nottingham Forest,2,2018-2019
Jack Harrison,England,Leeds United,2,2018-2019
Ahmed Hegazy,Egypt,West Bromwich Albion,2,2018-2019
Markus Henriksen,Norway,Hull City,2,2018-2019
Rico Henry,England,Brentford FC,2,2018-2019
Andrew Hughes,Wales,Preston North End,2,2018-2019
Jordan Hugill,England,Middlesbrough FC,2,2018-2019
Kayden Jackson,England,Ipswich Town,2,2018-2019
Maikel Kieftenbeld,Netherlands,Birmingham City,2,2018-2019
Stephen Kingsley,Scotland,Hull City,2,2018-2019
Jonathan Kodjia,Ivory Coast,Aston Villa,2,2018-2019
Tom Lawrence,Wales,Derby County,2,2018-2019
Tom Lees,England,Sheffield Wednesday,2,2018-2019
Ryan Leonard,England,Sheffield United,2,2018-2019
Jake Livermore,England,West Bromwich Albion,2,2018-2019
Lucas João,Angola,Sheffield Wednesday,2,2018-2019
Gary Madine,England,Sheffield United,2,2018-2019
Scott Malone,England,Derby County,2,2018-2019
Marco Matias,Portugal,Sheffield Wednesday,2,2018-2019
Emiliano Marcondes,Denmark,Brentford FC,2,2018-2019
Kamohelo Mokotjo,South Africa,Brentford FC,2,2018-2019
Kyle Naughton,England,Swansea City,2,2018-2019
Atdhe Nuhiu,Kosovo,Sheffield Wednesday,2,2018-2019
Kristian Pedersen,Denmark,Birmingham City,2,2018-2019
Joey Pelupessy,Netherlands,Sheffield Wednesday,2,2018-2019
Kalvin Phillips,England,Leeds United,2,2018-2019
Erik Pieters,Netherlands,Stoke City,2,2018-2019
Jack Robinson,England,Nottingham Forest,2,2018-2019
Kemar Roofe,Jamaica,Leeds United,2,2018-2019
Joe Rothwell,England,Blackburn Rovers,2,2018-2019
Josh Scowen,England,Queens Park Rangers,2,2018-2019
Jamie Shackleton,England,Leeds United,2,2018-2019
Josh Sims,England,Reading FC,2,2018-2019
Neil Taylor,Wales,Aston Villa,2,2018-2019
Jon Toral,Spain,Hull City,2,2018-2019
Richie Towell,Ireland,Rotherham United,2,2018-2019
Jed Wallace,England,Millwall FC,2,2018-2019
Grant Ward,England,Ipswich Town,2,2018-2019
David Wheater,England,Bolton Wanderers,2,2018-2019
Joe Williams,England,Bolton Wanderers,2,2018-2019
Ryan Williams,Australia,Rotherham United,2,2018-2019
Shaun Williams,Ireland,Millwall FC,2,2018-2019
Josh Windass,England,Wigan Athletic,2,2018-2019
Christoph Zimmermann,Germany,Norwich City,2,2018-2019
Rolando Aarons,Jamaica,Sheffield Wednesday,1,2018-2019
Semi Ajayi,Nigeria,Rotherham United,1,2018-2019
Sone Aluko,Nigeria,Reading FC,1,2018-2019
Karim Ansarifard,Iran,Nottingham Forest,1,2018-2019
Joel Asoro,Sweden,Swansea City,1,2018-2019
Lewis Baker,England,Reading FC,1,2018-2019
Courtney Baker-Richardson,England,Swansea City,1,2018-2019
Sam Baldock,England,Reading FC,1,2018-2019
Tom Barkhuizen,England,Preston North End,1,2018-2019
Gareth Barry,England,West Bromwich Albion,1,2018-2019
Kyle Bartley,England,West Bromwich Albion,1,2018-2019
Chris Basham,England,Sheffield United,1,2018-2019
Daniel Batty,England,Hull City,1,2018-2019
Amari'i Bell,Jamaica,Blackburn Rovers,1,2018-2019
Saido Berahino,Burundi,Stoke City,1,2018-2019
Gaetano Berardi,Switzerland,Leeds United,1,2018-2019
Bartosz Białkowski,Poland,Ipswich Town,1,2018-2019
James Bree,England,Ipswich Town,1,2018-2019
Ben Brereton,Chile,Blackburn Rovers,1,2018-2019
Will Buckley,England,Bolton Wanderers,1,2018-2019
George Byers,Scotland,Swansea City,1,2018-2019
Geoff Cameron,USA,Queens Park Rangers,1,2018-2019
Scott Carson,England,Derby County,1,2018-2019
Matty Cash,Poland,Nottingham Forest,1,2018-2019
Ilias Chair,Morocco,Queens Park Rangers,1,2018-2019
Trevoh Chalobah,England,Ipswich Town,1,2018-2019
Tom Clarke,England,Preston North End,1,2018-2019
Jack Colback,England,Nottingham Forest,1,2018-2019
Craig Conway,Scotland,Blackburn Rovers,1,2018-2019
Liam Cooper,Scotland,Leeds United,1,2018-2019
Martin Cranie,England,Sheffield United,1,2018-2019
Peter Crouch,England,Stoke City,1,2018-2019
Tendayi Darikwa,Zimbabwe,Nottingham Forest,1,2018-2019
Joshua Dasilva,England,Brentford FC,1,2018-2019
David Raya,Spain,Blackburn Rovers,1,2018-2019
Ben Davies,England,Preston North End,1,2018-2019
Cameron Dawson,England,Sheffield Wednesday,1,2018-2019
Mame Diouf,Senegal,Stoke City,1,2018-2019
Clayton Donaldson,England,Bolton Wanderers,1,2018-2019
Flynn Downes,England,Ipswich Town,1,2018-2019
Stewart Downing,England,Middlesbrough FC,1,2018-2019
Nathan Dyer,England,Swansea City,1,2018-2019
Josh Earl,England,Preston North End,1,2018-2019
John Egan,Ireland,Sheffield United,1,2018-2019
Tommy Elphick,England,Hull City,1,2018-2019
Peter Etebo,Nigeria,Stoke City,1,2018-2019
Aden Flint,England,Middlesbrough FC,1,2018-2019
Fernando Forestieri,Italy,Sheffield Wednesday,1,2018-2019
Jay Fulton,Scotland,Swansea City,1,2018-2019
Darnell Furlong,England,Queens Park Rangers,1,2018-2019
Craig Gardner,England,Birmingham City,1,2018-2019
Joe Garner,England,Wigan Athletic,1,2018-2019
Andre Green,England,Aston Villa,1,2018-2019
Will Grigg,Northern Ireland,Wigan Athletic,1,2018-2019
Chris Gunter,Wales,Reading FC,1,2018-2019
Rakeem Harper,England,West Bromwich Albion,1,2018-2019
Callum Harriott,England,Reading FC,1,2018-2019
Ellis Harrison,Wales,Ipswich Town,1,2018-2019
Josh Harrop,England,Preston North End,1,2018-2019
Dean Henderson,England,Sheffield United,1,2018-2019
Scott Hogan,Ireland,Sheffield United,1,2018-2019
Duane Holmes,USA,Derby County,1,2018-2019
Gary Hooper,England,Sheffield Wednesday,1,2018-2019
Alan Hutton,Scotland,Aston Villa,1,2018-2019
Dominic Iorfa,England,Sheffield Wednesday,1,2018-2019
Jackson Irvine,Australia,Hull City,1,2018-2019
Saidy Janko,Switzerland,Nottingham Forest,1,2018-2019
Pontus Jansson,Sweden,Leeds United,1,2018-2019
Florian Jozefzoon,Suriname,Derby County,1,2018-2019
Alan Judge,Ireland,Ipswich Town,1,2018-2019
Todd Kane,England,Hull City,1,2018-2019
Myles Kenlock,England,Ipswich Town,1,2018-2019
Richard Keogh,Ireland,Derby County,1,2018-2019
Timm Klose,Switzerland,Norwich City,1,2018-2019
Ryan Ledson,England,Preston North End,1,2018-2019
Toni Leistner,Germany,Queens Park Rangers,1,2018-2019
Moritz Leitner,Germany,Norwich City,1,2018-2019
Eric Lichaj,USA,Hull City,1,2018-2019
John Lundstram,England,Sheffield United,1,2018-2019
Lewis MacLeod,Scotland,Brentford FC,1,2018-2019
Josh Magennis,Northern Ireland,Bolton Wanderers,1,2018-2019
Ryan Manning,Ireland,Rotherham United,1,2018-2019
Ben Marshall,England,Norwich City,1,2018-2019
Chris Martin,Scotland,Hull City,1,2018-2019
Gavin Massey,England,Wigan Athletic,1,2018-2019
Paddy McNair,Northern Ireland,Middlesbrough FC,1,2018-2019
Tyrone Mears,Jamaica,West Bromwich Albion,1,2018-2019
Yakou Meïté,Ivory Coast,Reading FC,1,2018-2019
Chris Mepham,Wales,Brentford FC,1,2018-2019
James Meredith,Australia,Millwall FC,1,2018-2019
James Morrison,Scotland,West Bromwich Albion,1,2018-2019
Michael Morrison,England,Birmingham City,1,2018-2019
Sam Morsy,Egypt,Wigan Athletic,1,2018-2019
Louis Moult,England,Preston North End,1,2018-2019
Jacob Murphy,England,West Bromwich Albion,1,2018-2019
Luke Murphy,England,Bolton Wanderers,1,2018-2019
Kal Naismith,Scotland,Wigan Athletic,1,2018-2019
Danny Namaso,England,Reading FC,1,2018-2019
Craig Noone,England,Bolton Wanderers,1,2018-2019
Kristoffer Nordfeldt,Sweden,Swansea City,1,2018-2019
David Nugent,England,Derby County,1,2018-2019
Allan Nyom,Cameroon,West Bromwich Albion,1,2018-2019
Aiden O'Brien,Ireland,Millwall FC,1,2018-2019
Gary O'Neil,England,Bolton Wanderers,1,2018-2019
Moses Odubajo,England,Brentford FC,1,2018-2019
Martin Olsson,Sweden,Swansea City,1,2018-2019
Kasey Palmer,Jamaica,Bristol City,1,2018-2019
Matt Penney,England,Sheffield Wednesday,1,2018-2019
Anthony Pilkington,Ireland,Wigan Athletic,1,2018-2019
Daniel Pudil,Czech Republic,Sheffield Wednesday,1,2018-2019
Marc Pugh,England,Hull City,1,2018-2019
Jordan Rhodes,Scotland,Norwich City,1,2018-2019
Andy Rinomhota,Zimbabwe,Reading FC,1,2018-2019
Connor Roberts,Wales,Swansea City,1,2018-2019
Jordan Roberts,England,Ipswich Town,1,2018-2019
Clark Robertson,Scotland,Rotherham United,1,2018-2019
Antonee Robinson,USA,Wigan Athletic,1,2018-2019
Hal Robson-Kanu,Wales,West Bromwich Albion,1,2018-2019
Mahlon Romeo,Antigua & Barbuda,Millwall FC,1,2018-2019
Ryan Shotton,England,Middlesbrough FC,1,2018-2019
Jiří Skalák,Czech Republic,Millwall FC,1,2018-2019
Cole Skuse,England,Ipswich Town,1,2018-2019
Richard Smallwood,England,Blackburn Rovers,1,2018-2019
Matt Smith,England,Queens Park Rangers,1,2018-2019
Dennis Srbeny,Germany,Norwich City,1,2018-2019
Kevin Stewart,Jamaica,Hull City,1,2018-2019
Jordan Storey,England,Preston North End,1,2018-2019
Marcus Tavernier,England,Middlesbrough FC,1,2018-2019
Andrew Taylor,England,Bolton Wanderers,1,2018-2019
Jon Taylor,England,Rotherham United,1,2018-2019
Fikayo Tomori,England,Derby County,1,2018-2019
Axel Tuanzebe,Congo DR,Aston Villa,1,2018-2019
Mike van der Hoorn,Netherlands,Swansea City,1,2018-2019
Kyle Vassell,Northern Ireland,Rotherham United,1,2018-2019
Thibaud Verlinden,Belgium,Stoke City,1,2018-2019
Sam Vokes,Wales,Stoke City,1,2018-2019
Jon Walters,Ireland,Ipswich Town,1,2018-2019
Conor Washington,Northern Ireland,Sheffield United,1,2018-2019
Ben Wiles,England,Rotherham United,1,2018-2019
Ashley Williams,Wales,Stoke City,1,2018-2019
Derrick Williams,Ireland,Blackburn Rovers,1,2018-2019
Richard Wood,England,Rotherham United,1,2018-2019
Matheus Pereira,Brazil,West Bromwich Albion,17,2019-2020
Jed Wallace,England,Millwall FC,13,2019-2020
Niclas Eliasson,Sweden,Bristol City,12,2019-2020
John Swift,England,Reading FC,10,2019-2020
Jacob Brown,Scotland,Barnsley FC,9,2019-2020
Jack Harrison,England,Leeds United,9,2019-2020
Bright Osayi-Samuel,Nigeria,Queens Park Rangers,9,2019-2020
Pablo Hernández,Spain,Leeds United,9,2019-2020
Lee Tomlin,England,Cardiff City,9,2019-2020
Barry Bannan,Scotland,Sheffield Wednesday,8,2019-2020
Saïd Benrahma,Algeria,Brentford FC,8,2019-2020
Eberechi Eze,England,Queens Park Rangers,8,2019-2020
Conor Gallagher,England,Swansea City,8,2019-2020
Joe Lolley,England,Nottingham Forest,8,2019-2020
Alex Mowatt,England,Barnsley FC,8,2019-2020
Sammy Ameobi,England,Nottingham Forest,7,2019-2020
André Ayew,Ghana,Swansea City,7,2019-2020
Jérémie Bela,Angola,Birmingham City,7,2019-2020
Izzy Brown,England,Luton Town,7,2019-2020
Joe Bryan,England,Fulham FC,7,2019-2020
Stewart Downing,England,Blackburn Rovers,7,2019-2020
Ashley Fletcher,England,Middlesbrough FC,7,2019-2020
Matt Grimes,England,Swansea City,7,2019-2020
Kamil Grosicki,Poland,West Bromwich Albion,7,2019-2020
Ivan Cavaleiro,Portugal,Fulham FC,7,2019-2020
Daniel Johnson,Jamaica,Preston North End,7,2019-2020
Ryan Manning,Ireland,Queens Park Rangers,7,2019-2020
Emiliano Marcondes,Denmark,Brentford FC,7,2019-2020
Bryan Mbeumo,Cameroon,Brentford FC,7,2019-2020
James McClean,Ireland,Stoke City,7,2019-2020
Andreas Weimann,Austria,Bristol City,7,2019-2020
Adam Armstrong,England,Blackburn Rovers,6,2019-2020
Nathan Byrne,England,Wigan Athletic,6,2019-2020
Ilias Chair,Morocco,Queens Park Rangers,6,2019-2020
Maxime Colin,France,Birmingham City,6,2019-2020
Grady Diangana,Congo DR,West Bromwich Albion,6,2019-2020
Jonny Howson,England,Middlesbrough FC,6,2019-2020
Mathias Jensen,Denmark,Brentford FC,6,2019-2020
Chris Martin,Scotland,Derby County,6,2019-2020
Adam Reach,England,Sheffield Wednesday,6,2019-2020
Tom Barkhuizen,England,Preston North End,5,2019-2020
Joe Bennett,England,Cardiff City,5,2019-2020
Jayden Bogle,England,Derby County,5,2019-2020
Jarrod Bowen,England,Hull City,5,2019-2020
James Bree,England,Luton Town,5,2019-2020
Matty Cash,Poland,Nottingham Forest,5,2019-2020
Dan Crowley,England,Birmingham City,5,2019-2020
Ovie Ejaria,England,Reading FC,5,2019-2020
Hélder Costa,Angola,Leeds United,5,2019-2020
Jack Hunt,England,Bristol City,5,2019-2020
Mateusz Klich,Poland,Leeds United,5,2019-2020
Jamal Lowe,Jamaica,Wigan Athletic,5,2019-2020
Connor Mahoney,England,Millwall FC,5,2019-2020
Matthew Phillips,Scotland,West Bromwich Albion,5,2019-2020
Nick Powell,England,Stoke City,5,2019-2020
Marcus Tavernier,England,Middlesbrough FC,5,2019-2020
Luke Thomas,England,Barnsley FC,5,2019-2020
Jonny Williams,Wales,Charlton Athletic,5,2019-2020
Luke Ayling,England,Leeds United,4,2019-2020
Juninho Bacuna,Curaçao,Huddersfield Town,4,2019-2020
Elliott Bennett,Jamaica,Blackburn Rovers,4,2019-2020
Sam Clucas,England,Stoke City,4,2019-2020
Joshua Dasilva,England,Brentford FC,4,2019-2020
Darnell Fisher,England,Preston North End,4,2019-2020
Aden Flint,England,Cardiff City,4,2019-2020
Karlan Grant,England,Huddersfield Town,4,2019-2020
Kadeem Harris,England,Sheffield Wednesday,4,2019-2020
Lewis Holtby,Germany,Blackburn Rovers,4,2019-2020
Michael Jacobs,England,Wigan Athletic,4,2019-2020
Stefan Johansen,Norway,Fulham FC,4,2019-2020
Aboubakar Kamara,Mauritania,Fulham FC,4,2019-2020
Anthony Knockaert,France,Fulham FC,4,2019-2020
Jonathan Leko,England,West Bromwich Albion,4,2019-2020
Jake Livermore,England,West Bromwich Albion,4,2019-2020
Nathaniel Mendez-Laing,Guatemala,Cardiff City,4,2019-2020
Jacob Murphy,England,Sheffield Wednesday,4,2019-2020
Lewis O'Brien,England,Huddersfield Town,4,2019-2020
Jamie Paterson,England,Derby County,4,2019-2020
